Question ID,Input,Output,Image Index,source,answer_type
1729,Which product category was the top selling during the entire period?,Interventional Cardiology,multi_col_40539,augmented,other_text
1730,How many Belgians were unmarried in 2020?,5616311,two_col_24183,augmented,numeric
1731,What brand sold the most cars in Italy in 2020?,Fiat,multi_col_584,augmented,other_text
1732,How many air conditioners were shipped in the United States in 2020?,5.91,two_col_2633,augmented,numeric
1733,How many air conditioners were shipped in the United States in 2020?,5.91,two_col_2633,augmented,numeric
1734,What was Yamaha Corporation's operating income of musical instruments as of the 2020 fiscal year?,351.5,two_col_40560,augmented,numeric
1735,How many Canadian dollars worth of chickpeas were imported to the 28 countries of the EU in 2013?,188.4,two_col_62875,augmented,numeric
1736,What is the projected Facebook user penetration in the Netherlands in 2025?,62.2,two_col_40457,augmented,numeric
1737,How many U.S. mobile phone users used Facebook Messenger in 2018?,126.3,two_col_4166,augmented,numeric
1738,What is the projected number of Facebook Messenger users in 2022?,138.1,two_col_4166,augmented,numeric
1739,What was the previous fiscal year's total amount of deposits?,41.04,two_col_41422,augmented,numeric
1740,How many Indian rupees were deposits from private Indian banks in fiscal year 2020?,41.04,two_col_41422,augmented,numeric
1741,How much did HDFC Bank deposit in fiscal year 2020?,41.04,two_col_41422,augmented,numeric
1742,What was the estimated number of social network users in Thailand by 2025?,61.76,two_col_5674,augmented,numeric
1743,What percentage of all oil consumed in the OECD is petrochemical?,13.63,two_col_445,augmented,numeric
1744,Which country was Cuba's most important export partner in 2019?,China,two_col_101878,augmented,other_text
1745,What was the total production capacity of polyethylene and polypropylene in 2017?,172,two_col_61894,augmented,numeric
1746,What was the national debt of Switzerland in dollars in 2018?,315.22,two_col_4707,augmented,numeric
1747,What was Disney World's EquiTrend score in 2012?,68.38,two_col_82537,augmented,numeric
1748,Where did the second highest number of cases of coronavirus originate from?,Austria,two_col_1031,augmented,other_text
1749,What was the turnover of the manufacturing industry in Hungary in 2015?,105442.5,two_col_100281,augmented,numeric
1750,How many mobile internet users were in Canada in January 2021?,30.75,two_col_42903,augmented,numeric
1751,How many internet users were in Canada as of January 2021?,35.63,two_col_42903,augmented,numeric
1752,What year was Trina Solar's last fiscal year?,2009,two_col_100175,augmented,numeric
1753,What was Trina Solar's net sales in FY 2012?,1296.66,two_col_100175,augmented,numeric
1754,When was the average inflation rate in Bosnia & Herzegovina?,2006,two_col_6261,augmented,numeric
1755,Which bank led the ranking with assets of more than two billion U.S. dollars?,Banco de Venezuela Santander,two_col_62061,augmented,other_text
1756,"How much revenue did Becton, Dickinson, and Company generate in the previous year?",15.98,two_col_4886,augmented,numeric
1757,"How much revenue did Becton, Dickinson, and Company report in 2019?",17.29,two_col_4886,augmented,numeric
1758,How many Porsche cars were sold in Turkey in 2015?,861,two_col_104607,augmented,numeric
1759,What was the population of the Philadelphia-Camden-Wilmington metropolitan area in 2010?,5971202,two_col_82976,augmented,numeric
1760,What was the population of the Philadelphia-Camden-Wilmington metropolitan area in 2020?,6049852,two_col_82976,augmented,numeric
1761,What was Nigeria's unemployment rate in 2020?,7.96,two_col_1331,augmented,numeric
1762,"What was the fourth ranked natural cheese cube brand in the U.S. for the 12 weeks ended January 26, 2020?",Ellsworth,two_col_104847,augmented,other_text
1763,What year did Ethiopia's budget balance last in relation to GDP?,2020,two_col_62097,augmented,numeric
1764,How many men in Denmark had the name Peter?,47665,two_col_1313,augmented,numeric
1765,How many refrigerators were shipped in the United States in 2017?,11.41,multi_col_668,augmented,numeric
1766,How many cocaine seizures occurred between 10 and 100 kilograms?,14,two_col_104737,augmented,numeric
1767,Where were 9.7 percent of ESPRIT's wholesale sales made?,France,two_col_42582,augmented,other_text
1768,What was Pakistan's consumer spending per capita in 2013?,995,two_col_22554,augmented,numeric
1769,What percentage of Yale's endowment fund does private quity account for?,34,two_col_61136,augmented,numeric
1770,How much revenue did Call Session Control Function servers generate in 2018?,1.24,multi_col_80926,augmented,numeric
1771,How much did Dick's Sporting Goods' apparel sales amount to in the fiscal year of 2020?,3180,multi_col_20297,augmented,numeric
1772,What percentage of manufacturing shipments did e-commerce sales account for in 2018?,67.3,two_col_63756,augmented,numeric
1773,How many dollars worth of manufacturing shipments did the B2B e-commerce sector surpass in 2018?,67.3,two_col_63756,augmented,numeric
1774,What percentage of manufacturing shipments did e-commerce sales account for in the previous years?,67.3,two_col_63756,augmented,numeric
1775,What was the growth rate of the travel and tourism industry in 2017?,5.3,two_col_4700,augmented,numeric
1776,What percentage of the country's substance abuse treatment facilities offer programs for seniors or older adults?,23,two_col_102702,augmented,numeric
1777,How many dollars did NBTY generate in net income in 2009?,146.5,two_col_82074,augmented,numeric
1778,Where are most of the high-rise buildings in this statistic located?,London,two_col_6292,augmented,other_text
1779,What percentage of the facial anti-aging product market did Olay Regenerist and Olay Regenerist Micro-Sculpting achieve?,8.9,two_col_2936,augmented,numeric
1780,What percentage of total sales did Nair depilatories account for?,27.1,two_col_2936,augmented,numeric
1781,How much revenue did CBS generate in the entertainment segment a year earlier?,9164,two_col_102087,augmented,numeric
1782,How much revenue did CBS generate in the entertainment segment in 2018?,10178,two_col_102087,augmented,numeric
1783,How many bushels of sorghum did the US export in 2018?,85,two_col_103547,augmented,numeric
1784,How many fast food restaurants were in Paris in 2021?,336,two_col_41179,augmented,numeric
1785,Which city had the highest density of fast food restaurants in France in 2021?,Paris,two_col_41179,augmented,other_text
1786,How many members did the SBC have in 2010?,19896975,two_col_43584,augmented,numeric
1787,How many historical Protestants were there in Italy in 2020?,71000,two_col_22914,augmented,numeric
1788,How many people lived under the poverty line in Russia in the fourth quarter of 2020?,13.5,two_col_5846,augmented,numeric
1789,How many units of smartwatches are forecast to be sold in North America in 2015?,7.4,multi_col_80504,augmented,numeric
1790,How many natural mineral water sources did Germany have in 2016?,821,two_col_6299,augmented,numeric
1791,Which country had the highest number of natural mineral waters in 2016?,Germany,two_col_6299,augmented,other_text
1792,How many Qatari Riyal will travel and tourism contribute to GDP by 2028?,67,two_col_83148,augmented,numeric
1793,What was Omnicom Group's global revenue in 2020?,13.17,two_col_4625,augmented,numeric
1794,What was the average export price of one metric ton of California Medium Grain rice in 2019?,850,multi_col_967,augmented,numeric
1795,How much land was burned by forest fires in Canada in 2019?,1842612,two_col_103030,augmented,numeric
1796,What was the most popular Italian restaurant chain in North America as of April 2014?,Maggiano's,two_col_102113,augmented,other_text
1797,What was the teenage birth rate per every thousand women in the U.S. in 2019?,16.7,two_col_4977,augmented,numeric
1798,What was the most common motivation for hate crimes in England and Wales in 2012/13?,Race,multi_col_100634,augmented,other_text
1799,What was the total value of the remote patient monitoring market in BRIC countries in 2015?,10.7,multi_col_80770,augmented,numeric
1800,What country was Indonesia's most important import partner in 2019?,China,two_col_80804,augmented,other_text
1801,"How many people became infected with measles between December 28, 2014 and April 10, 2015?",147,two_col_80568,augmented,numeric
1802,What was the unemployment rate in 2020?,7.9,two_col_81022,augmented,numeric
1803,What was the average price per pumpkin in the U.S. in dollars in 2020?,4.18,two_col_20624,augmented,numeric
1804,What was the inflation rate in China in 2020?,2.39,two_col_21473,augmented,numeric
1805,What was the infant mortality rate in Bulgaria in 2019?,5.6,two_col_42627,augmented,numeric
1806,What is the estimated value of the assistive walking devices market by 2021?,6.57,two_col_43028,augmented,numeric
1807,What was the value of the Marlins in dollars in 2021?,990,two_col_43438,augmented,numeric
1808,How many cubic meters of natural gas did Gazprom produce in Russia in 2020?,454.51,two_col_43358,augmented,numeric
1809,What was the broad money growth rate in the UK in 2018?,5.3,multi_col_80004,augmented,numeric
1810,What was the broad money supply in the United States in 2019?,8.39,multi_col_80004,augmented,numeric
1811,What brand of stationary generators did 39.6 percent of respondents use the most?,Generac,two_col_104358,augmented,other_text
1812,What was the infant mortality rate in Portugal in 2019?,3.1,two_col_23720,augmented,numeric
1813,In what year did Graco begin its recalls?,2016,two_col_62043,augmented,numeric
1814,What was Ford's market share as of December 2020?,8.65,two_col_2648,augmented,numeric
1815,What was the range of Ford's market share between December 2016 and December 2020?,8.65,two_col_2648,augmented,numeric
1816,What was the average sales per unit of Outback Steakhouse restaurants in the United States in 2020?,3062,two_col_20280,augmented,numeric
